texto_tweet,vader,xlm_roberta,robertuito,bert_multilingual,beto,sentiment_global
"@santillanagrupo @SantillanaChile estimados santillana, @CajaLosAndes hizo convenio con uds pero su página de santillana compartir no tiene la opción de ingresar código de descuento, solo por la web tienda santillana...por favor aclarar, gracias @SERNAC",positivo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes deseo hacer un giro desde mis ahorros por medio de la app. Y no me permite. 
Se cae la pagina...
K hago. Es el ahorro para mis vacaciones. 
Me voy en 4 días......
Al parecer no habrá vacaciones..",negativo,negativo,negativo,negativo,neutral,negativo
@Informa_Primero @ChileAtiende @SeremiSaludRM @ministeriosalud @Fonasa @CajaLosAndes @ximenaguilera Llevo 2 meses esperando mi pago de licencia sanna y aún nada he enviado muchos correos y puesto reclamos sin respuesta,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes cómo puedo saber si soy beneficiario de la asignación familiar,neutral,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes O sea, tengo que hacerlo todo de nuevo sólo para activar, mi hijo, ya es mi carga, eso no ha cambiado ni cambiará, activenlo y listo.",positivo,neutral,neutral,negativo,negativo,neutral
RT @DescuentosRata: Las ratas encontraron combinación ganadora. En Petrobras: -$350/Lt para pensionados afiliados a Caja Los Andes dictando…,neutral,neutral,neutral,negativo,positivo,neutral
@CajaLosAndes Oye yapo llevo meses esperando que me paguen mis licencias post natales me pidieron los datos y nada. Que onda hay que ir a parir allá mismo para que paguen las licencias?? Es el colmo la desvergüenza,neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Ni su canales digitales ni telefonicos sirven para solucionar los problemas. Por medio de su institución me están ROBANDO 180.000 pesos en unos créditos que nunca solicité, hice todos los reclamos correspondientes aún sigo esperando respuesta. @SERNAC @PDI_CHILE. Una vergüenza!!!",neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes sres. tengo una solicitud de reprogramación de deuda que poseo con ustedes y necesito esta sea cursada a la brevedad ya que empresa de cobranza asociada a ustedes no deja de acosarme siendo que actualmente de igual forma me están descontando cuotas por liquidación,negativo,negativo,negativo,negativo,neutral,negativo
"RT @valdivia_viktor: @Cristin28969576 Envíe una carta a
@CajaLosAndes con copia a
@Contraloriacl       
Y a los medios de comunicación",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes . 2 horas de espera y aun no llaman. No se respeta el orden de llegada , no sabes cuando te toca . Depende del tramite te atienden . Lo peor de lo peor...",negativo,negativo,negativo,negativo,negativo,negativo
RT @DiegoNSalman: Nunca me había topado con una empresa tan arcaica como @CajaLosAndes. No hay forma de conocer el estado de una afiliación…,negativo,positivo,negativo,negativo,negativo,negativo
@CajaLosAndes como puedo ver si mis cargas familiares están correctas?,neutral,neutral,neutral,neutral,neutral,neutral
RT @MarceloQuila: @CajaLosAndes Cero brillo la atencion de caja los@andes,neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes  llevo 7 meses esperando que me acredite mis cargas familiares.
ya esta la solicitud....",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes no puedo ingresar y no me llega la recuperación de clave al correo!!!,negativo,negativo,negativo,negativo,negativo,negativo
RT @DescuentosRata: Las ratas encontraron combinación ganadora. En Petrobras: -$350/Lt para pensionados afiliados a Caja Los Andes dictando…,neutral,neutral,neutral,negativo,positivo,neutral
@CajaLosAndes toda la fe para mañana porfa no den jugo como #tenpo #daddyyankee,negativo,negativo,neutral,negativo,neutral,negativo
"@CarlosC11505118 @CajaLosAndes Te deseo suerte nadie te dará respuesta, contención de redes sociales te da respuestas standard para contener tus tweet. Sigue reclamando por esta vía hasta que te den solución, conmigo se demoraron 4 meses y ni se disculparon.",neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes Hola  , me pueden Dar un correo o un teléfono donde atienda GENTE ???  

No sistemas automatizados que no sirven de NADA !
???

| |",negativo,negativo,negativo,negativo,negativo,negativo
"@cawi78 @CajaLosAndes Y que tanta wea , si atienden puros Bot culiaos

me mandaron un correo ofreciendo internet pa mi hija 

que debia mandar el certificado de alumnos regular  ,lo mande y salio RECHAZADO weon 

me quiero comunicar con alguien y son puros BOT culiaos

que la chupen

| |",neutral,negativo,negativo,negativo,positivo,negativo
"De verdad se pasan para inoperantes @CajaLosAndes la documentación solicitada ya fue enviada, cabe señalar que la licencia pasada también se envió, es una licencia continua!!!, un mes esperando el famoso pago @SUSESOChile fiscalice. https://t.co/1e3s510t8J",neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes les envié un DM urgente...,neutral,neutral,neutral,positivo,neutral,neutral
@CajaLosAndes hola buenas tardes .tengo un par de cuotas impagas si las pago puedo solicitar un crédito? o la caja me castiga por un tiempo.?,neutral,neutral,neutral,negativo,negativo,neutral
"@CajaLosAndes no logro ingresar en la app ayer mi hizo restablecer la clave y hoy nuevamente no logré entrar, mi licencia sigue sin pago, era para ayer",negativo,negativo,negativo,negativo,negativo,negativo
"@Paola_Celeste_ @CajaLosAndes Yo tampoco, ya cambié la contraseña con éxito y me dicen que la información no ha sido validada",positivo,negativo,negativo,negativo,neutral,negativo
2hrs 15 min me ha tomado abrir un DPF en @CajaLosAndes_Pe . La atención es super lenta. Tesorería en Puno demoró 30 min en confirmar un abono a pesar que tienen un tope interno de 10 min. Armarse de paciencia. Solo 1 persona atiende. Gerente de agencia no ayuda.,positivo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes te envía ofertas de créditos, te tienen 2 horas esperando, para decirte cumples con todo pero la cédula está vencida. Después se preguntan xq la gente está molesta 😠",neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes cuanto tiempo para un pago???????,neutral,neutral,neutral,negativo,neutral,neutral
Así con la @cajalosandes puerperea esperando que me atiendan (creo que deberíamos tener preferencia) no cacharán que una tiene que rajar a dar papa al heredero este imperio narco no se mantiene solo @ManodeSombra,negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes Listo enviado,neutral,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes PESIMA   ATENCION   VIA  TELEFONICA,,estuve   30 minutos  tratando de comunicarme,,,desde  las  0900  a  0930  hrs,,,,luego desde  las 1310  hasta  la  1330    con Suerte  logre  comunicarme,,",neutral,neutral,negativo,negativo,neutral,neutral
"@coloreees @Paola_Celeste_ @CajaLosAndes Hoy dos veces me ha rechazado y bloqueado la clave y ahora ambas plataformas caídas.
@CajaLosAndes súper ineficiente el servicio",positivo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes  hola buen día,  necesito desafilie y aún no me llega ningún correo y necesito un certificado para poder hacer trámites urgentes
Ayuda por favor",positivo,neutral,negativo,negativo,neutral,neutral
"@CajaLosAndes hola!
necesito hacer un trámite urgente!",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes necesito información sobre mi licencia  y no o responden. Ni las llamadas ni los DM,negativo,negativo,negativo,negativo,negativo,negativo
"Desde ayer esperando que me puedan ayudar, y nada 🥴 @CajaLosAndes",neutral,negativo,negativo,positivo,negativo,negativo
"@CajaLosAndes con fecha 19 de enero compim recibio licencia medica por 11 días, y hasta hoy aún no hay resolución para pago. Cuánto tiempo puede demorar máximo este trámite?",negativo,neutral,negativo,negativo,neutral,negativo
@AndreaRojasOli1 @CajaLosAndes @SUSESOChile Escribe al correo administrador.virtual@cajalosandes.cl,neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Nocesito respuesta sobre documentos de gastos medicos presentados ya hace tiempo y no hay respuesta.,negativo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes @carlitostado80 Son mala onda weones, la mamá le da permiso para salir y ustedes le cagan el panorama. Malditos sin corazón.",negativo,negativo,negativo,negativo,negativo,negativo
RT @Rgalindo38: @CajaLosAndes nuevamente no me dan solución cuando yo tuve una morosidad con ustedes me acosaron las 24 horas con llamadas…,negativo,negativo,negativo,negativo,negativo,negativo
@vasquezdaniela @CajaLosAndes Ojo que ayer ingresé a la página pa ver cómo sería el tema y decía que HOY A LAS 10:00 ESTARÍAN DISPONIBLES LOS CUPONES. Entré a las 9:30 y ya no quedaban,negativo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes canales de contacto que no atienden,se supone que el pago está listo y lacfecha probable era el 01-06-22, pero a la recha no está depositado,por tanto,necesito saber qué ha pasado y cuándo estará el depósito entonces.Gracias",negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes necesito ayuda urgente y no contestan el call center. Todo el día perdido,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Buenas! tuve problemas con el beneficio en red salud, me gustaría saber cómo activarlo",neutral,neutral,neutral,positivo,neutral,neutral
@CajaLosAndes Mi cédula es 9904275-3 y mi correo electrónico es eduarbascu@gmail.com,neutral,neutral,neutral,positivo,neutral,neutral
@Cristia68954909 @TamaraCasado_V @CajaLosAndes Viejo bájate del pony un pensamiento bien pobre el tuyo.,neutral,negativo,negativo,negativo,negativo,negativo
.@CajaLosAndes consulta por que no responden el canal de whatSApp ? intento que me respondan nadie constesta,negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes estoy a la espera de acreditación de carga para un recién nacido, llevo 5 días esperando ...Favor contactar a la brevedad , les dejé la información por mensaje interno ..",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes Hola,  necesito asistencia",neutral,neutral,neutral,negativo,neutral,neutral
"Por alguna red social contestarán de @CajaLosAndes 🤦‍♂️, para ofrecer crédito llegan a volar😡",neutral,negativo,neutral,negativo,neutral,neutral
"@Enanomaldito88 @AyudaFONASA @Fonasa @CajaLosAndes Estoy esperando pero yo ire a dejar la caga a @CajaLosAndes 
Si los camioneros pararon una ciudad, yo podre parar sus actividades...
Sinvergüenzas CSM, tan ladrones como las #Afp",neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes  por qué al entrar en app aparezco como no Afiliada si no me he cambiado de trabajo...,negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes por qué tiene mis datos si no estoy afiliada a esa caja, cómo se corrige esa información? No estoy afiliada a ninguna caja, urgente véanlo por favor.",negativo,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes abúrranse de llamar, 10 llamadas en tres días es mucho cuando nada me une a ustedes!!!",neutral,negativo,negativo,negativo,positivo,negativo
"@CajaLosAndes hola, compramos el SOAP desde su página y ahora no aparece la póliza en la web, ni ha llegado al correo! Ahora que hago?? No hay call center habilitado hoy!! Mala idea de comprarlo con ustedes!",positivo,negativo,negativo,negativo,negativo,negativo
"@CanalSurPatagon Me gusta y lo uso! De hecho acá la empresa que los vende hace el descuento solo por comprar #GasGasco 👏👏

No es como el descuento chanta de @CajaLosAndes que hay que identificarse hasta con el carnet del perro para que te hagan 1500 de dcto 🙄😑",negativo,neutral,positivo,positivo,positivo,positivo
"RT @MintrabChile: 👉 La ministra @jeannette_jara le entrega el #Sello40Horas a @CajaLosAndes, acreditando así que más del 80% de los trabaja…",neutral,neutral,neutral,negativo,neutral,neutral
"RT @Mabelinda: Les pido apoyo al proyecto de mi esposo 🙌🙏. Se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…",neutral,positivo,neutral,negativo,positivo,neutral
"@CajaLosAndes Hola, hay alguna ayuda económica para los afiliados cuando fallece tu madre.????",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes esperando 10 minutos en call center y cortan, qué onda su atención ?",neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes llevo pidiendo casi un mes la carpeta con los formularios de afiliacion para una empresa... he ingresado 3 solicitudes y aun nada.,neutral,neutral,negativo,negativo,negativo,negativo
"@jeannette_jara @camila_vallejo @CajaLosAndes @FirstJobLatam @Detacoop Izkia, Jara, Vallejos ... la santísima trinidad que cuida al profeta Boric. (La Irina lo cuida en su regazo con propiedad). No me retéis, pero ya se irán incorporando más mujeres a este Limbo Terrenal de Chile.",negativo,positivo,positivo,negativo,positivo,positivo
"Conozco a alguien que lleva meses esperando pago de licencia covid en @CajaLosAndes todo aprobado en el compin y ellos no sueltan las lucas que le corresponden al trabajador.
Cientos de reclamos y aun no dan solucion!
INSOLITO @GobiernodeChile @ministeriosalud @SeremiSaludRM",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Como si funcionará la app po ni un brillo,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes holaa! Se aprobó una licencia médica, pero me piden documentos como liquidaciones para finalizar el trámite. ¿Qué hago si trabajo con boletas de honorarios?",positivo,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes ¡hola! intente recuperar mi clave para ingresar a la cuenta, pero el numero y correo que están asociados, son erróneos, como podría modificarlos?",neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes Gracias ,la empresa le dice que ustedes han demorado la filiación de sus trabajadores 🤣",neutral,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes  hola, desde el día lunes he tratado de comunicarme via telefónica y me dejan esperando demasiado.. hay algún problema en la atención???",neutral,negativo,negativo,negativo,negativo,negativo
@cajalosandes buenas tardes...mi hija es estudiante universitaria..necesito acreditar su situación como carga..que documentos debo presentar..??? Ahora es presencial..???,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes caja los andes necesito que pague mi licencia medica, llevo días esperando respuesta",neutral,neutral,negativo,negativo,neutral,neutral
"RT @valdivia_viktor: @Cristin28969576 Envíe una carta a
@CajaLosAndes con copia a
@Contraloriacl       
Y a los medios de comunicación",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes @Rodry_alonso Buenas tardes 
Llevo tres meses esperando el.pago de licencias médicas por parte de ustedes analizan mil veces lo mismo y cero respuesta estan las tres autorizadas por compin por ende la inoperancia es de gestión de pagos de la caja",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes hola amigos
Tengo una peticion que hacerles
Desde hace un tiempo estan llamando por telefono a mi papa,pero para hablar con otra persona
Han sido demaciado insistentes
Desde las 9 hasra las8 de la tarde",neutral,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes Rut. 9014767-6. Correo: mreyess1964@gmail.com y cel. 995562601,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes todo el día sin poder acceder a la sucursal virtual.
Hay tiempo de respuesta de la página?",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes inútil el servicio call center y wsp que tienen.
Llevo casi un mes esperando respuesta de un crédito pre aprobado, con toda la documentación enviada. Llamo y nadie sabe nada y en la web cero info del trámite.",neutral,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes hola me ayudan con un cupón para cinehoyts no es posible generar por la pagina y el correo enviado rebota https://t.co/Ibjgo4wjHU,negativo,neutral,negativo,negativo,negativo,negativo
"RT @grotetigre: Por alguna red social contestarán de @CajaLosAndes 🤦‍♂️, para ofrecer crédito llegan a volar😡",neutral,negativo,neutral,negativo,neutral,neutral
"RT @Francisco_Saez: Señores @CajaLosAndes, llevo más de 7 días hábiles esperando la extinción de las cargas sin éxito y la una solución es…",negativo,negativo,negativo,positivo,neutral,negativo
"@CajaLosAndes tienen algún número de urgencia para comunicarse con un ser humano? Ya que sus grabadoras no me solucionan nada.
Saludos.",negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes @InterBoson Y si responden dudas de antes? 🙃 Un día esperando que me ayuden con un problema,neutral,neutral,negativo,negativo,neutral,neutral
@CajaLosAndes como puedo ver si tengo algun beneficio por cesantia??,neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Sigo pensando lo mismo de uds porque nos descuentan mucho y las trabajadoras que cumplen 60 años no tienen posibilidad de un crédito según por ser adulto mayor,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes por que no hacen el proceso de acreditación de carga igual de expedito que el de extinción! o por que no mejor aun... por que no asocian la empresa de la carga al mismo del afiliado!! creo que es una ridicules tener que hacer todo ese proceo para cambiar la carga!,negativo,negativo,negativo,negativo,negativo,negativo
Busco colaboración o donaciones para actividad de promoción para el día del adulto mayor que celebraremos el día 12 de OCT. Cesfam Quinta Bella. Recoleta @NestleCL @ccu_cl @Eucerin @cerave @Soprole @SurlatChile @LIDERcl @Unimarc @ColgateLatam @CajaLosAndes @cajalosheroes,neutral,neutral,neutral,positivo,neutral,neutral
@TamaraCasado_V @CajaLosAndes Ssshhiiii na que ver 🤮,neutral,neutral,neutral,positivo,neutral,neutral
"RT @reloaled: Compin aprueba licencia medica  @CajaLosAndes me pide q suba certificado de afp y fonasa, envían un correo diciendo: ""le resp…",neutral,neutral,neutral,negativo,neutral,neutral
"@FrangoAndrea @CajaLosAndes Hola @FrangoAndrea  lamentamos lo que nos cuenta. Por favor, envíenos por DM/inbox sus datos (nombre, Rut, correo electrónico y teléfono) para que podamos ayudarle Quedamos a la espera.",positivo,neutral,neutral,negativo,negativo,neutral
"@kscelisk_celis @CajaLosAndes Hola @kscelisk_celis lamentamos lo que nos cuenta. Por favor, envíenos por DM/inbox sus datos (nombre, Rut, correo electrónico y teléfono) para que podamos ayudarle Quedamos a la espera",positivo,neutral,neutral,negativo,negativo,neutral
"@ivanbelmarM1 @CajaLosAndes Hola @ivanbelmarM1 lamentamos lo que nos cuenta. Por favor, envíenos por DM/inbox sus datos (nombre, Rut, correo electrónico y teléfono) para que podamos ayudarle Quedamos a la espera.",positivo,neutral,neutral,negativo,negativo,neutral
"Hola @CajaLosAndes es tercera vez que les escribo solicitando un certificado de afiliación. Desde su página web no se descarga el archivo. Intente desde PC y celular. Lo necesito urgente, ya les mandé un dm con la foto de mi cédula tal cual me pidieron.",negativo,negativo,negativo,negativo,neutral,negativo
Hola @CajaLosAndes les mandé un dm con mi carnet por ambos lados porque necesito URGENTE un cert de afiliación que en su página no se descarga. Ayuda por favor,positivo,neutral,negativo,negativo,neutral,neutral
@CajaLosAndes Y así vamos repitiendo sus mensajes y solicitudes…necesito mi descuento para utilizar y ya cumpliremos un mes pidiéndome lo mismo…el mensaje que pides por interno ya fue enviado con todos los datos que necesites utilízalo para dar solución URGENTE!!!,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes buenas tarde, para hacer el trámite de sacar una carga , para que obtenga beneficios de su empresa donde entro a trabajar , se les agradecería una orientación!!",neutral,neutral,neutral,positivo,neutral,neutral
@CajaLosAndes Cero brillo la atencion de caja los@andes,neutral,negativo,negativo,negativo,negativo,negativo
"@Starsep17 @CajaLosAndes Si, ya me respondieron. Deberías contactarte con la ejecutiva que te pidió los datos por correo",neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Estan atendiendo?? Desde ayer esperando https://t.co/tu11ezllfM,neutral,neutral,neutral,negativo,neutral,neutral
RT @Marceloleiva: @camila_vallejo @izkia @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Sexto Retiro Urgente 🏳️‍🌈,neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes Listo,neutral,neutral,neutral,positivo,neutral,neutral
@CajaLosAndes amigos necesito hacerles una consulta urgente,neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes sigo esperando que respondan y no pasa nada….están trabajando o no?? https://t.co/GtZHSKn41n,negativo,neutral,neutral,negativo,neutral,neutral
"Ayuda... @CajaLosAndes Trato de usar la APP para obtener el cupón del Cine.... y cada vez que lo intento la APP se cierra...
Dónde está el problema...",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes que pasa con el call center? Más de 10 minutos esperando que me atienda un ejecutivo, pésimo servicio",neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Buenos dias ejecutivas de caja  los andes soy socio quiero hacer una critica como es posible si esta empresa se actualiza y se ponia al dia en todo lo que es facilitar a sus socios una buena atencion por estos diversos canales pedi un ""PREPAGO"" todavia no tengo respuesta ..",negativo,neutral,neutral,negativo,neutral,neutral
Sucursal Caja Los Andes Barros Arana en #Concepción pésima atencion más 1 hora esperando que me atiendan en la lluvia no será mucho Sres @CajaLosAndes @biobio @SERNAC,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Llevo una semana esperando respuesta de todas las áreas y nadie contesta, les dejo mensajes internos y nada",neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Que difícil completar el formulario de asignación familiar. Poco claro. Los espacios son increíblemente pequeños. Me sorprende mucho !!!,neutral,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola buenas tardes también necesito comunicarme urgente con ustedes y teléfono no contestan nunca , menos redes sociales porfavor una solución?!!",negativo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes ya envié mis datos por favor contéstenme que no logro comunicarme con ustedes de ninguna forma,positivo,negativo,negativo,negativo,neutral,negativo
@CajaLosAndes buenas tardes necesito que me den respuesta sobre mi licencia médica llevo meses esperando he enviado la documentación más de 4 veces me piden datos por Dm y no me responden el whatsapp de la semana pasada que está con problemas,negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes buenas tardes yo pertenezco a caja Los Andes y tengo un nuevo empleador que tiene convenio con otra caja de compensación es obligación que yo me cambié o puedo continuar en esta caja,neutral,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes no entiendo cuál es la idea de incentivar el uso de RRSS whatsapp desde el miércoles esperando ser atendido Call Center imposible ser atendido por esta vía días de espera para entregar una respuesta y pedir disculpas https://t.co/g64hQnTMc8,negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola, me llegó el correo pero la respuesta no me soluciona el problema.",negativo,neutral,negativo,negativo,negativo,negativo
@CajaLosAndes necesito ayuda urgente,neutral,negativo,neutral,positivo,neutral,neutral
@CajaLosAndes Hace mucho intento y dice que se acabaron 🥲,neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Nunca supe del descuento por caja los andes podrian mandar correo dando informacion de los descuentos y beneficios q tienen los afiliados ya q uno aveces no sigue la pagina .. 🤦‍♀️,negativo,neutral,neutral,negativo,neutral,neutral
"No puede ser que yo tenga más de un mes esperando por el pago de una licencia, no puedo creerlo @CajaLosAndes 🙃🥲",negativo,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes Listo,neutral,neutral,neutral,positivo,neutral,neutral
"@CajaLosAndes los señores de Adt NO RESPETAN está promoción. Dos semanas nos tramitaron y finalmente se ""anuló"" el contrato!!!! https://t.co/xoG6gLAFjb",negativo,negativo,negativo,negativo,negativo,negativo
"Hola buenas tardes @CajaLosAndes por favor pueden responder el DM, estoy esperando respuesta sobre mi licencia médica. Estaré atenta Saludos!!",positivo,neutral,neutral,neutral,neutral,neutral
"@CajaLosAndes Si saben que se llenan sus piscinas, como es posible que tengan solo una persona haciendo los ingresos! Viendo los pases y verificando los pagos, se forman filas eternas y de largas esperas #vamoscolocolo #VamosLaU",neutral,positivo,negativo,negativo,neutral,neutral
"Él gran negocio que regalo @sebastianpinera a las Cajas de compensación fue él manejo de licencias médicas  , hoy @CajaLosAndes ya me CAGO con más de 150 mil con puras malas excusas para no pagarlas !",negativo,negativo,negativo,negativo,negativo,negativo
"RT @MintrabChile: 👉 La ministra @jeannette_jara le entrega el #Sello40Horas a @CajaLosAndes, acreditando así que más del 80% de los trabaja…",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes @cesar75730905 No pierda su tiempo esta caja junto a otras son unas basuras en atención a clientes,",negativo,negativo,negativo,negativo,negativo,negativo
"@CajaLosAndes llevo semanas tratando de incorporar mi carga, envío mail y no dan respuesta clara y concreta! Necesito urgente que me orienten por favor",positivo,negativo,negativo,negativo,neutral,negativo
"RT @MintrabChile: 👉 La ministra @jeannette_jara le entrega el #Sello40Horas a @CajaLosAndes, acreditando así que más del 80% de los trabaja…",neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes @CajaLosAndes yo aun espero el pago de mi licencia que tenia fecha de pago para el 18 de febrero y ustedes no me pagan aun por que según estoy en isapre, envié y presente presencial los papeles que avalan que no estoy en isapre y que ustedes son los únicos que pagan mis +",negativo,neutral,negativo,negativo,negativo,negativo
"@CajaLosAndes Hola! Buen día, quisiera solicitar asistencia respecto a Betterfly, necesito solicitar un contacto de facturación.",neutral,neutral,neutral,neutral,neutral,neutral
@CajaLosAndes @gabrielboric @begoyarza @24HorasTVN @meganoticiascl @ministeriosalud @chilevision Amigos que me siguen necesito de su ayuda. Necesito que le den RT por favor. Son licencias de enero/2022 Hoy por mi mañana por ti Gracias y bendiciones https://t.co/MFTKSho5ON,positivo,neutral,neutral,negativo,positivo,positivo
@CajaLosAndes 3 días llamando y esperando que respondan el chat y twitter. Van a hacer que una persona con movilidad reducida vaya a exponerse a una sucursal?,neutral,negativo,negativo,negativo,negativo,negativo
@CajaLosAndes hace dias que quiero enviar unos documentos solicitados para un credito urgente y me dice que esta colapsado el wsp! No puedo ir presencial y no hay solución,negativo,negativo,negativo,negativo,negativo,negativo
"RT @evefenix80: @CajaLosAndes estoy a la espera de acreditación de carga para un recién nacido, llevo 5 días esperando ...Favor contactar a…",neutral,neutral,neutral,negativo,neutral,neutral
"RT @Mabelinda: Les pido apoyo al proyecto de mi esposo 🙌🙏. Se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…",neutral,positivo,neutral,negativo,positivo,neutral
"@CajaLosAndes buenos días , porque no puedo entrar a la app para ver el estado de pago ?",negativo,neutral,neutral,negativo,neutral,neutral
@CajaLosAndes @SERNAC @24HorasTVN @CNNChile @SUSESOChile  señores de la @CajaLosAndes esperando el pago de mi licencia no me dan ninguna respuesta el compin acepto el pago voy a la sucursal y no me dan ningúna respuesta 😡,negativo,negativo,negativo,negativo,neutral,negativo
RT @mmkakito: Los que quemaron el #Metro fueron los mismos que quemaron  el edificio de la #cajalosandes y el #Sodimac de Carrera en #Conce…,neutral,negativo,negativo,negativo,neutral,negativo
@SERNAC  buenos días ! Consulta en el 2013 me finiquitaron de empresa en la cual me descontaban todos los meses un crédito de @CajaLosAndes  en el finiquito me descontaron el saldo hoy en el 2022 de la nada me comienzan a descontar indicando que es un saldo !!!😡hoy por @Caja18 ?,neutral,neutral,neutral,negativo,negativo,neutral
"@CajaLosAndes Hola! consulta... a través de que medio me puedo comunicar, para preguntar sobre la bonificación en telemedicina que realizan en red salud que no se concreto??
Quedo atenta https://t.co/zyHZ3QGmH4",negativo,neutral,neutral,negativo,neutral,neutral
"RT @CampeonatoCL: 🔜⚽ Regresa el camino a la gloria... 

Vuelve la pasión...💪😍 

🔝 El #FemeninoCajaLosAndes está a la vuelta de la esquina.…",neutral,positivo,positivo,positivo,positivo,positivo
"@CajaLosAndes @J_rodriguezv No contestan por ningún lado, yo también necesito hacer una consulta hace varios días y no responden desde el call Center, ni WhatsApp y el correo que tienen de información rebota como que no recibe mensajes...",negativo,negativo,negativo,negativo,negativo,negativo
"RT @Mabelinda: Les pido apoyo al proyecto de mi esposo 🙌🙏. Se que es una lata registrarse pero necesitamos llegar primero y vamos terceros,…",neutral,positivo,neutral,negativo,positivo,neutral
@CajaLosAndes  en sucursal están atendiendo por orden de llegada? O se debe agendar??,neutral,neutral,neutral,negativo,neutral,neutral
"@CajaLosAndes oye caja los Andes, felicitaciones, acabo de batir el récord de mi vida al trámite más largo, 3 horas para firmar un papel en sucursal Valparaíso. Y no, no se puede online",negativo,positivo,negativo,negativo,negativo,negativo
"Cachar on el comercial de #CajaLosAndes donde te Incentivan a ""Ahorrar""
.. Pero los weones me llaman para decirme que tengo un prestamos pre aprobado de 4 millones y medio jajajajaja
O sea ahorra para que le pagues a ellos y con intereses de la reputa madre.",neutral,negativo,negativo,negativo,neutral,negativo
"@CajaLosAndes Hola buenos dias , sobre el requerimiento que les hago de las llamadas de un número privado y varias veces en el día,  yo estoy pagando un mes desfasado el crédito pero lo estoy pagando",positivo,neutral,neutral,negativo,neutral,neutral
